Country,State,City,Station,Latitude,Longitude,Last Update,Pollutant,Min,Max,Avg,AQI,Predominant Parameter
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,20-11-2023 12:00:00,PM2.5,NA,NA,NA,,
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,20-11-2023 12:00:00,PM10,NA,NA,NA,,
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,20-11-2023 12:00:00,SO2,NA,NA,NA,,
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,20-11-2023 12:00:00,CO,NA,NA,NA,,
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,20-11-2023 12:00:00,OZONE,NA,NA,NA,,
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,20-11-2023 12:00:00,PM2.5,15,34,24,29,CO
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,20-11-2023 12:00:00,PM10,16,39,24,29,CO
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,20-11-2023 12:00:00,NO2,17,39,23,29,CO
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,20-11-2023 12:00:00,NH3,2,3,3,29,CO
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,20-11-2023 12:00:00,SO2,4,17,7,29,CO
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,20-11-2023 12:00:00,CO,20,40,29,29,CO
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,20-11-2023 12:00:00,OZONE,16,52,25,29,CO
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.204880,79.097889,20-11-2023 12:00:00,PM2.5,11,30,19,35,OZONE
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.204880,79.097889,20-11-2023 12:00:00,PM10,13,35,22,35,OZONE
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.204880,79.097889,20-11-2023 12:00:00,NO2,8,21,14,35,OZONE
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.204880,79.097889,20-11-2023 12:00:00,NH3,1,2,2,35,OZONE
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.204880,79.097889,20-11-2023 12:00:00,SO2,4,18,9,35,OZONE
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.204880,79.097889,20-11-2023 12:00:00,CO,2,5,4,35,OZONE
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.204880,79.097889,20-11-2023 12:00:00,OZONE,23,92,35,35,OZONE
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,20-11-2023 12:00:00,PM2.5,19,57,37,37,PM2.5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,20-11-2023 12:00:00,PM10,18,48,32,37,PM2.5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,20-11-2023 12:00:00,NO2,21,54,30,37,PM2.5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,20-11-2023 12:00:00,NH3,1,3,1,37,PM2.5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,20-11-2023 12:00:00,SO2,1,2,2,37,PM2.5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,20-11-2023 12:00:00,CO,12,30,21,37,PM2.5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,20-11-2023 12:00:00,OZONE,6,48,21,37,PM2.5
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,20-11-2023 12:00:00,PM2.5,31,72,44,58,PM10
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,20-11-2023 12:00:00,PM10,43,101,58,58,PM10
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,20-11-2023 12:00:00,NO2,12,26,18,58,PM10
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,20-11-2023 12:00:00,NH3,2,4,3,58,PM10
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,20-11-2023 12:00:00,SO2,9,15,12,58,PM10
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,20-11-2023 12:00:00,CO,6,48,24,58,PM10
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,20-11-2023 12:00:00,OZONE,20,43,28,58,PM10
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",13.67,79.35,20-11-2023 12:00:00,PM2.5,22,62,49,49,PM2.5
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",13.67,79.35,20-11-2023 12:00:00,PM10,23,54,41,49,PM2.5
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",13.67,79.35,20-11-2023 12:00:00,NO2,35,53,46,49,PM2.5
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",13.67,79.35,20-11-2023 12:00:00,NH3,2,4,3,49,PM2.5
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",13.67,79.35,20-11-2023 12:00:00,SO2,3,16,11,49,PM2.5
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",13.67,79.35,20-11-2023 12:00:00,CO,14,24,17,49,PM2.5
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",13.67,79.35,20-11-2023 12:00:00,OZONE,25,50,29,49,PM2.5
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.409230,20-11-2023 12:00:00,PM2.5,22,41,31,48,CO
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.409230,20-11-2023 12:00:00,PM10,22,41,31,48,CO
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.409230,20-11-2023 12:00:00,NO2,15,26,19,48,CO
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.409230,20-11-2023 12:00:00,NH3,2,3,3,48,CO
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.409230,20-11-2023 12:00:00,SO2,4,5,5,48,CO
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.409230,20-11-2023 12:00:00,CO,44,52,48,48,CO
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.409230,20-11-2023 12:00:00,OZONE,4,26,13,48,CO
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,20-11-2023 12:00:00,PM2.5,38,72,50,50,PM2.5
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,20-11-2023 12:00:00,PM10,33,73,48,50,PM2.5
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,20-11-2023 12:00:00,NO2,6,19,11,50,PM2.5
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,20-11-2023 12:00:00,NH3,4,5,4,50,PM2.5
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,20-11-2023 12:00:00,SO2,4,17,8,50,PM2.5
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,20-11-2023 12:00:00,CO,17,19,18,50,PM2.5
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,20-11-2023 12:00:00,OZONE,33,88,49,50,PM2.5
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,20-11-2023 12:00:00,PM2.5,39,46,42,47,CO
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,20-11-2023 12:00:00,PM10,36,45,39,47,CO
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,20-11-2023 12:00:00,NO2,14,17,16,47,CO
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,20-11-2023 12:00:00,NH3,1,1,1,47,CO
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,20-11-2023 12:00:00,SO2,1,10,4,47,CO
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,20-11-2023 12:00:00,CO,36,66,47,47,CO
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,20-11-2023 12:00:00,OZONE,39,41,40,47,CO
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,20-11-2023 12:00:00,PM2.5,30,74,49,54,OZONE
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,20-11-2023 12:00:00,PM10,27,68,45,54,OZONE
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,20-11-2023 12:00:00,NO2,36,90,53,54,OZONE
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,20-11-2023 12:00:00,NH3,3,6,5,54,OZONE
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,20-11-2023 12:00:00,SO2,7,32,13,54,OZONE
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,20-11-2023 12:00:00,CO,32,38,33,54,OZONE
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,20-11-2023 12:00:00,OZONE,22,102,54,54,OZONE
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,20-11-2023 12:00:00,PM2.5,38,76,57,74,PM10
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,20-11-2023 12:00:00,PM10,60,95,74,74,PM10
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,20-11-2023 12:00:00,NO2,12,44,26,74,PM10
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,20-11-2023 12:00:00,NH3,2,5,3,74,PM10
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,20-11-2023 12:00:00,SO2,4,21,12,74,PM10
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,20-11-2023 12:00:00,CO,14,57,27,74,PM10
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,20-11-2023 12:00:00,OZONE,3,62,14,74,PM10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,20-11-2023 12:00:00,PM2.5,18,493,271,273,PM10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,20-11-2023 12:00:00,PM10,23,500,273,273,PM10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,20-11-2023 12:00:00,NO2,23,61,35,273,PM10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,20-11-2023 12:00:00,NH3,3,3,3,273,PM10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,20-11-2023 12:00:00,SO2,6,8,7,273,PM10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,20-11-2023 12:00:00,CO,34,112,68,273,PM10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,20-11-2023 12:00:00,OZONE,6,8,7,273,PM10
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,20-11-2023 12:00:00,PM2.5,12,169,77,77,PM2.5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,20-11-2023 12:00:00,PM10,15,104,66,77,PM2.5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,20-11-2023 12:00:00,NO2,1,6,2,77,PM2.5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,20-11-2023 12:00:00,NH3,5,5,5,77,PM2.5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,20-11-2023 12:00:00,SO2,10,11,10,77,PM2.5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,20-11-2023 12:00:00,CO,6,22,16,77,PM2.5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,20-11-2023 12:00:00,OZONE,2,18,5,77,PM2.5
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,20-11-2023 12:00:00,PM2.5,27,300,99,99,PM2.5
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,20-11-2023 12:00:00,PM10,39,147,82,99,PM2.5
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,20-11-2023 12:00:00,NO2,2,16,6,99,PM2.5
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,20-11-2023 12:00:00,NH3,1,3,2,99,PM2.5
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,20-11-2023 12:00:00,SO2,2,3,2,99,PM2.5
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,20-11-2023 12:00:00,CO,8,106,32,99,PM2.5
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,20-11-2023 12:00:00,OZONE,2,130,48,99,PM2.5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.187500,91.744194,20-11-2023 12:00:00,PM2.5,19,196,89,89,PM2.5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.187500,91.744194,20-11-2023 12:00:00,PM10,35,140,86,89,PM2.5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.187500,91.744194,20-11-2023 12:00:00,NO2,NA,NA,NA,89,PM2.5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.187500,91.744194,20-11-2023 12:00:00,NH3,1,2,2,89,PM2.5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.187500,91.744194,20-11-2023 12:00:00,SO2,49,73,56,89,PM2.5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.187500,91.744194,20-11-2023 12:00:00,CO,12,78,36,89,PM2.5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.187500,91.744194,20-11-2023 12:00:00,OZONE,16,16,16,89,PM2.5
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,20-11-2023 12:00:00,PM2.5,17,300,114,114,PM2.5
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,20-11-2023 12:00:00,PM10,25,169,90,114,PM2.5
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,20-11-2023 12:00:00,NO2,3,5,3,114,PM2.5
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,20-11-2023 12:00:00,SO2,27,47,34,114,PM2.5
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,20-11-2023 12:00:00,CO,10,90,37,114,PM2.5
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,20-11-2023 12:00:00,OZONE,12,36,23,114,PM2.5
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,20-11-2023 12:00:00,PM2.5,3,92,40,112,PM10
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,20-11-2023 12:00:00,PM10,23,193,112,112,PM10
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,20-11-2023 12:00:00,NO2,8,38,18,112,PM10
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,20-11-2023 12:00:00,NH3,2,4,3,112,PM10
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,20-11-2023 12:00:00,SO2,NA,NA,NA,112,PM10
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,20-11-2023 12:00:00,CO,1,28,25,112,PM10
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,20-11-2023 12:00:00,OZONE,3,65,6,112,PM10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,20-11-2023 12:00:00,PM2.5,32,385,150,162,PM10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,20-11-2023 12:00:00,PM10,74,474,162,162,PM10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,20-11-2023 12:00:00,NO2,36,54,44,162,PM10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,20-11-2023 12:00:00,NH3,8,10,9,162,PM10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,20-11-2023 12:00:00,SO2,9,22,13,162,PM10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,20-11-2023 12:00:00,CO,26,110,40,162,PM10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,20-11-2023 12:00:00,OZONE,18,20,18,162,PM10
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525,20-11-2023 12:00:00,PM2.5,20,26,23,40,PM10
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525,20-11-2023 12:00:00,PM10,29,63,40,40,PM10
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525,20-11-2023 12:00:00,NO2,10,19,15,40,PM10
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525,20-11-2023 12:00:00,NH3,1,1,1,40,PM10
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525,20-11-2023 12:00:00,SO2,3,7,5,40,PM10
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525,20-11-2023 12:00:00,CO,28,44,33,40,PM10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,20-11-2023 12:00:00,PM2.5,7,28,14,47,PM10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,20-11-2023 12:00:00,PM10,17,99,47,47,PM10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,20-11-2023 12:00:00,NO2,11,18,15,47,PM10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,20-11-2023 12:00:00,NH3,1,2,2,47,PM10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,20-11-2023 12:00:00,SO2,4,7,6,47,PM10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,20-11-2023 12:00:00,CO,8,34,21,47,PM10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,20-11-2023 12:00:00,OZONE,2,5,3,47,PM10
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,20-11-2023 12:00:00,PM2.5,10,332,177,177,PM2.5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,20-11-2023 12:00:00,PM10,45,261,141,177,PM2.5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,20-11-2023 12:00:00,NO2,6,27,8,177,PM2.5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,20-11-2023 12:00:00,NH3,6,7,6,177,PM2.5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,20-11-2023 12:00:00,SO2,14,20,17,177,PM2.5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,20-11-2023 12:00:00,CO,24,82,58,177,PM2.5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,20-11-2023 12:00:00,OZONE,1,39,8,177,PM2.5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,20-11-2023 12:00:00,PM2.5,42,500,259,259,PM2.5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,20-11-2023 12:00:00,PM10,54,457,171,259,PM2.5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,20-11-2023 12:00:00,NO2,1,8,3,259,PM2.5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,20-11-2023 12:00:00,NH3,5,9,7,259,PM2.5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,20-11-2023 12:00:00,SO2,16,22,18,259,PM2.5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,20-11-2023 12:00:00,CO,18,29,25,259,PM2.5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,20-11-2023 12:00:00,OZONE,1,61,13,259,PM2.5
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208,20-11-2023 12:00:00,PM2.5,NA,NA,NA,,
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208,20-11-2023 12:00:00,PM10,NA,NA,NA,,
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208,20-11-2023 12:00:00,NO2,6,16,9,,
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208,20-11-2023 12:00:00,NH3,1,1,1,,
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208,20-11-2023 12:00:00,SO2,8,18,12,,
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208,20-11-2023 12:00:00,CO,16,101,64,,
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208,20-11-2023 12:00:00,OZONE,1,76,18,,
India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",25.444266,86.140169,20-11-2023 12:00:00,PM2.5,83,478,310,310,PM2.5
India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",25.444266,86.140169,20-11-2023 12:00:00,PM10,73,423,264,310,PM2.5
India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",25.444266,86.140169,20-11-2023 12:00:00,NO2,6,55,37,310,PM2.5
India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",25.444266,86.140169,20-11-2023 12:00:00,NH3,4,8,4,310,PM2.5
India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",25.444266,86.140169,20-11-2023 12:00:00,SO2,5,18,13,310,PM2.5
India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",25.444266,86.140169,20-11-2023 12:00:00,CO,24,48,31,310,PM2.5
India,Bihar,Begusarai,"DRCC Anandpur, Begusarai - BSPCB",25.444266,86.140169,20-11-2023 12:00:00,OZONE,5,82,16,310,PM2.5
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,20-11-2023 12:00:00,PM2.5,35,342,191,194,PM10
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,20-11-2023 12:00:00,PM10,60,386,194,194,PM10
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,20-11-2023 12:00:00,NO2,NA,NA,NA,194,PM10
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,20-11-2023 12:00:00,NH3,5,5,5,194,PM10
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,20-11-2023 12:00:00,SO2,9,19,16,194,PM10
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,20-11-2023 12:00:00,CO,22,110,84,194,PM10
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001,20-11-2023 12:00:00,PM2.5,28,308,137,137,PM2.5
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001,20-11-2023 12:00:00,PM10,41,151,96,137,PM2.5
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001,20-11-2023 12:00:00,NO2,40,76,50,137,PM2.5
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001,20-11-2023 12:00:00,NH3,4,8,5,137,PM2.5
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001,20-11-2023 12:00:00,SO2,20,29,24,137,PM2.5
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001,20-11-2023 12:00:00,CO,14,42,38,137,PM2.5
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001,20-11-2023 12:00:00,OZONE,24,40,29,137,PM2.5
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.265194,87.012947,20-11-2023 12:00:00,PM2.5,50,332,197,197,PM2.5
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.265194,87.012947,20-11-2023 12:00:00,PM10,63,264,155,197,PM2.5
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.265194,87.012947,20-11-2023 12:00:00,NO2,11,30,18,197,PM2.5
